DISTRICT,D200A001513R,D200A001S14R,D200AC01513R,D200AC01S14R,D200AM01513R,D200AM01S14R,D200AR01513R,D200AR01S14R,D200AS01513R,D200AS01S14R,D200AW01513R,D200AW01S14R,D300A001513R,D300A001S14R,D300AC01513R,D300AC01S14R,D300AM01513R,D300AM01S14R,D300AR01513R,D300AR01S14R,D300AS01513R,D300AS01S14R,D300AW01513R,D300AW01S14R,D400A001513R,D400A001S14R,D400AC01513R,D400AC01S14R,D400AM01513R,D400AM01S14R,D400AR01513R,D400AR01S14R,D400AS01513R,D400AS01S14R,D400AW01513R,D400AW01S14R,DA00A001513R,DA00A001S14R,DA00AC01513R,DA00AC01S14R,DA00AM01513R,DA00AM01S14R,DA00AR01513R,DA00AR01S14R,DA00AS01513R,DA00AS01S14R,DA00AW01513R,DA00AW01S14R,DB00A001513R,DB00A001S14R,DB00AC01513R,DB00AC01S14R,DB00AM01513R,DB00AM01S14R,DB00AR01513R,DB00AR01S14R,DB00AS01513R,DB00AS01S14R,DB00AW01513R,DB00AW01S14R,DE00A001513R,DE00A001S14R,DE00AC01513R,DE00AC01S14R,DE00AM01513R,DE00AM01S14R,DE00AR01513R,DE00AR01S14R,DE00AS01513R,DE00AS01S14R,DE00AW01513R,DE00AW01S14R,DF00A001513R,DF00A001S14R,DF00AC01513R,DF00AC01S14R,DF00AM01513R,DF00AM01S14R,DF00AR01513R,DF00AR01S14R,DF00AS01513R,DF00AS01S14R,DF00AW01513R,DF00AW01S14R,DH00A001513R,DH00A001S14R,DH00AC01513R,DH00AC01S14R,DH00AM01513R,DH00AM01S14R,DH00AR01513R,DH00AR01S14R,DH00AS01513R,DH00AS01S14R,DH00AW01513R,DH00AW01S14R,DI00A001513R,DI00A001S14R,DI00AC01513R,DI00AC01S14R,DI00AM01513R,DI00AM01S14R,DI00AR01513R,DI00AR01S14R,DI00AS01513R,DI00AS01S14R,DI00AW01513R,DI00AW01S14R,DL00A001513R,DL00A001S14R,DL00AC01513R,DL00AC01S14R,DL00AM01513R,DL00AM01S14R,DL00AR01513R,DL00AR01S14R,DL00AS01513R,DL00AS01S14R,DL00AW01513R,DL00AW01S14R,DM00A001513R,DM00A001S14R,DM00AC01513R,DM00AC01S14R,DM00AM01513R,DM00AM01S14R,DM00AR01513R,DM00AR01S14R,DM00AS01513R,DM00AS01S14R,DM00AW01513R,DM00AW01S14R,DR00A001513R,DR00A001S14R,DR00AC01513R,DR00AC01S14R,DR00AM01513R,DR00AM01S14R,DR00AR01513R,DR00AR01S14R,DR00AS01513R,DR00AS01S14R,DR00AW01513R,DR00AW01S14R,DS00A001513R,DS00A001S14R,DS00AC01513R,DS00AC01S14R,DS00AM01513R,DS00AM01S14R,DS00AR01513R,DS00AR01S14R,DS00AS01513R,DS00AS01S14R,DS00AW01513R,DS00AW01S14R,DW00A001513R,DW00A001S14R,DW00AC01513R,DW00AC01S14R,DW00AM01513R,DW00AM01S14R,DW00AR01513R,DW00AR01S14R,DW00AS01513R,DW00AS01S14R,DW00AW01513R,DW00AW01S14R
"220810",83,87,100,100,79,77,79,88,100,-1,71,-1,96,93,100,100,93,88,98,96,96,87,92,93,.,.,.,.,.,.,.,.,.,.,.,.,93,92,94,93,90,87,96,96,94,88,89,93,90,98,100,100,82,92,95,100,100,-1,75,-1,.,.,.,.,.,.,.,.,.,.,.,.,94,93,93,94,91,88,98,96,93,87,93,100,91,85,91,88,82,79,100,92,100,69,81,87,83,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,92,91,96,93,90,87,95,95,96,90,86,89,66,68,-1,78,51,60,81,81,-1,-1,67,75,57,59,70,73,50,50,65,67,-1,-1,-1,-1,94,93,93,92,93,89,97,96,93,91,92,96
"220811",-1,54,-1,.,-1,-1,-1,-1,.,.,.,-1,81,82,-1,.,75,71,88,86,.,.,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,71,75,73,67,66,67,75,83,.,.,75,80,77,79,67,81,73,69,83,85,.,.,72,85,70,74,71,70,64,65,73,82,.,.,75,77,69,80,73,68,58,71,75,89,.,.,77,87,69,67,74,59,61,60,69,75,.,.,87,71,.,.,.,.,.,.,.,.,.,.,.,.,60,59,63,-1,56,53,60,67,.,.,68,65,73,72,72,67,71,64,76,79,.,.,74,75,64,65,63,58,60,56,67,75,.,.,71,70,-1,34,-1,-1,-1,-1,-1,54,.,.,-1,-1,51,83,-1,-1,44,77,56,100,.,.,60,88
"220812",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,37,52,53,36,22,54,30,70,60,21,.,39,32,48,50,24,-1,39,28,62,-1,-1,.,49,38,49,52,39,17,51,34,73,58,-1,.,49,47,54,56,32,29,58,40,61,72,29,.,57,37,54,43,42,-1,69,33,77,67,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,27,48,50,40,-1,48,20,83,42,-1,.,53,37,54,55,28,20,57,30,79,59,-1,.,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,63,47,70,83,45,-1,70,31,73,71,-1,.
"220813",87,84,85,75,80,86,89,93,100,56,95,78,93,91,96,92,93,89,95,93,96,96,85,89,.,-1,.,.,.,-1,.,-1,.,.,.,-1,84,84,86,85,83,82,88,87,84,81,72,77,78,81,79,86,75,76,85,84,77,81,67,76,79,79,83,80,78,78,85,83,78,72,65,66,84,86,84,83,83,84,89,90,83,76,76,87,80,81,84,80,81,82,86,85,78,69,66,74,75,90,82,83,72,86,80,100,83,-1,60,83,61,62,71,56,67,65,64,66,52,-1,35,45,83,82,89,87,84,81,87,83,85,85,68,68,69,70,73,70,73,71,74,74,59,63,51,55,63,64,64,56,68,71,72,68,46,39,43,38,89,88,92,89,90,87,91,89,91,91,75,78
"220814",75,77,-1,-1,67,83,83,92,-1,-1,71,-1,-1,91,-1,.,-1,100,-1,-1,.,.,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,80,84,66,73,75,83,88,92,72,72,81,81,73,71,-1,70,66,60,83,87,-1,-1,92,58,80,81,-1,63,71,79,93,90,-1,-1,83,89,81,83,66,71,76,84,89,90,71,70,85,78,72,81,56,69,68,79,84,93,-1,67,69,77,-1,89,.,-1,-1,-1,-1,-1,.,-1,.,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,-1,77,86,67,76,73,81,86,96,-1,83,67,84,68,66,-1,-1,69,57,81,86,-1,-1,-1,-1,50,63,-1,-1,60,73,60,67,-1,-1,-1,-1,85,88,77,77,80,88,92,94,80,78,85,86
"220815",100,89,.,-1,-1,88,-1,88,.,.,-1,-1,89,100,-1,.,-1,-1,-1,-1,.,.,.,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,71,73,69,55,61,71,76,81,.,.,84,66,62,65,68,38,50,62,67,76,.,.,82,63,63,66,59,52,51,60,71,77,.,.,78,58,70,73,61,48,60,71,77,81,.,.,89,74,85,77,77,78,79,74,91,84,.,.,90,62,.,.,.,.,.,.,.,.,.,.,.,.,-1,70,.,-1,-1,67,-1,78,.,.,-1,-1,71,72,78,60,63,71,75,81,.,.,79,60,63,60,-1,-1,53,52,68,74,.,.,90,-1,45,48,-1,-1,35,46,65,58,.,.,-1,50,79,89,-1,67,74,94,87,94,.,.,85,88
"220816",98,89,-1,100,100,87,95,92,-1,86,100,-1,96,93,100,94,93,96,95,91,100,88,94,93,.,-1,.,.,.,-1,.,-1,.,.,.,.,82,77,96,85,81,76,79,80,92,69,74,70,74,72,94,74,72,69,72,76,90,61,67,73,79,75,94,83,78,74,76,78,90,65,71,67,84,80,97,84,81,77,82,84,92,64,77,80,82,77,95,87,81,76,79,80,92,69,73,66,.,.,.,.,.,.,.,.,.,.,.,.,72,67,92,77,73,70,67,68,80,42,65,54,80,75,94,87,80,74,76,76,93,76,71,59,70,66,92,77,69,67,65,70,86,52,61,52,53,51,81,64,53,47,46,52,64,47,45,47,92,88,97,88,95,87,92,92,90,77,83,78
"220817",65,82,-1,100,-1,81,75,82,-1,-1,-1,-1,66,89,100,-1,50,87,70,89,-1,.,-1,83,.,.,.,.,.,.,.,.,.,.,.,.,64,74,74,68,54,70,76,82,67,65,52,68,58,62,62,50,52,57,70,72,71,64,43,57,59,72,77,63,47,69,66,79,64,75,50,68,60,73,62,60,50,67,78,84,52,59,51,76,55,77,65,72,45,74,69,83,50,70,45,81,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,.,38,51,-1,-1,-1,63,-1,45,-1,-1,-1,-1,67,75,87,76,57,74,73,79,79,74,53,60,33,51,-1,-1,-1,56,50,52,-1,-1,-1,56,45,64,-1,44,44,65,56,83,-1,-1,-1,-1,72,77,81,71,61,75,82,86,75,62,62,65
"220818",89,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,50,42,35,40,43,61,52,52,72,46,38,47,50,39,36,38,44,59,53,49,71,44,37,42,44,32,31,32,39,56,48,44,70,42,29,46,49,34,38,38,45,64,52,43,65,45,46,54,45,-1,-1,40,36,73,41,.,100,-1,-1,.,-1,.,.,.,-1,.,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,50,50,47,33,41,42,59,53,58,75,46,33,45,52,46,32,39,38,59,54,42,68,37,56,34,41,-1,-1,-1,46,50,52,-1,-1,-1,-1,88,-1,100,-1,83,-1,83,-1,100,-1,-1,.
"220901",81,79,89,76,79,79,84,82,83,75,69,78,90,89,94,91,93,91,90,87,90,91,82,84,76,74,91,96,81,72,78,68,76,88,50,56,75,73,81,76,75,72,79,73,75,75,61,67,67,66,74,69,65,63,73,67,68,69,53,62,68,67,75,70,68,67,72,68,68,68,53,61,77,75,81,76,76,73,82,77,74,75,67,75,69,68,76,70,71,68,73,68,69,69,53,61,77,74,85,80,73,71,80,76,81,77,66,56,55,57,60,55,60,61,57,56,48,49,40,50,73,71,81,75,73,71,76,70,77,76,55,60,62,60,71,63,62,60,65,60,64,63,43,50,48,52,43,45,48,52,56,56,44,43,38,50,86,85,90,88,85,84,89,86,87,87,75,79
"220902",82,83,87,88,82,85,84,84,84,72,73,74,88,89,90,88,93,91,88,88,88,85,78,87,82,76,81,87,84,68,84,75,85,-1,72,-1,81,81,86,84,82,82,83,81,81,79,67,74,74,73,81,76,73,73,78,74,79,75,59,67,74,74,80,77,77,76,77,75,73,69,58,68,82,82,85,83,83,82,84,83,79,76,71,81,74,75,79,77,78,77,76,74,72,73,58,67,83,78,86,82,88,81,89,75,85,69,59,82,57,64,56,61,66,70,59,63,47,46,43,58,80,79,86,84,82,81,81,78,83,82,63,68,66,68,73,71,70,70,68,67,67,66,47,58,59,64,57,62,61,65,64,67,58,55,47,59,86,86,91,90,86,87,88,87,87,85,74,80
"220904",80,77,87,67,88,79,80,74,67,91,65,80,93,98,91,100,94,100,100,94,90,-1,86,100,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,71,74,78,76,76,75,75,74,60,66,53,68,67,70,75,74,72,70,73,71,57,61,47,65,70,73,77,75,75,75,74,74,59,64,52,67,75,77,83,77,79,77,80,80,62,62,60,74,74,76,81,78,80,79,77,76,62,67,57,70,42,83,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,52,67,53,59,63,74,55,67,20,37,38,61,67,71,74,75,73,74,71,69,58,70,46,62,60,67,69,70,66,69,65,67,51,61,43,55,52,60,60,60,53,52,55,63,45,70,42,67,76,78,78,83,78,72,78,80,79,87,64,68
"220905",78,75,83,84,76,72,82,75,79,75,68,76,75,64,80,67,81,69,71,58,78,68,62,68,75,73,68,92,84,74,75,65,73,67,65,73,67,67,72,70,70,67,70,66,68,69,51,61,56,56,62,61,55,53,61,56,60,61,41,51,63,64,68,67,66,64,66,63,64,64,47,58,69,69,72,69,70,68,73,70,67,66,56,69,67,67,72,70,72,69,69,66,68,69,50,61,72,72,78,81,72,79,74,68,76,85,58,45,51,56,48,51,59,62,52,55,31,35,40,49,65,64,72,71,69,66,67,62,69,72,46,54,57,55,63,57,63,57,60,54,56,57,36,45,40,49,41,49,44,51,45,49,38,48,25,43,84,85,88,88,84,84,87,85,86,87,73,80
"220906",91,91,95,93,88,88,92,92,94,94,86,93,95,96,95,98,95,97,96,95,94,95,95,96,97,86,100,-1,100,75,90,91,100,-1,100,-1,89,89,91,89,88,87,92,90,90,89,83,88,75,75,81,73,72,69,79,79,79,77,69,80,73,73,77,73,70,71,78,75,73,72,64,71,90,90,91,89,89,87,94,93,89,88,87,92,78,79,81,79,78,76,82,81,78,81,68,74,85,86,96,100,85,79,92,86,81,91,68,70,52,60,49,58,58,61,58,62,29,58,41,54,88,87,91,89,87,86,90,88,90,91,78,84,67,72,71,73,67,69,72,74,66,76,53,66,62,68,64,69,62,69,71,69,56,59,45,66,92,92,94,93,91,91,95,94,93,91,87,92
"220907",89,89,92,89,92,88,91,90,86,90,81,87,92,91,92,91,94,94,93,91,91,91,87,86,90,80,85,94,91,74,91,84,94,70,84,73,88,88,91,87,88,88,92,90,87,89,79,82,81,80,84,78,79,78,87,82,80,86,73,73,79,79,81,77,79,79,84,81,77,79,66,69,89,89,90,86,89,88,93,92,86,87,84,87,83,83,86,81,84,83,88,86,82,84,71,77,84,80,87,74,84,78,90,86,83,79,71,76,63,70,56,61,70,74,69,72,51,57,50,64,87,87,91,88,88,87,90,88,88,91,74,78,72,73,78,70,73,73,79,75,72,77,54,58,64,66,65,61,65,67,71,70,60,65,51,58,90,90,93,90,90,90,93,92,89,91,81,85
"220908",86,88,88,90,89,88,89,87,85,86,74,87,93,93,94,93,95,95,92,93,94,92,87,92,80,60,85,-1,81,71,83,70,69,-1,80,-1,83,84,84,82,85,84,86,84,84,83,72,82,77,77,78,74,78,77,80,78,78,79,66,77,75,76,76,73,78,77,79,77,76,75,62,72,85,85,85,82,86,85,89,87,83,82,78,87,80,80,80,77,83,82,82,80,79,78,66,76,79,79,86,59,82,83,79,84,83,73,65,81,63,68,53,58,73,75,64,67,50,40,56,68,81,82,84,82,84,84,84,81,84,85,66,76,66,68,68,64,70,70,71,68,67,68,49,62,55,58,45,51,57,61,62,59,51,55,47,49,88,89,89,89,90,90,91,89,89,87,77,86
"220910",81,87,90,83,85,91,84,85,71,88,57,82,72,83,67,-1,82,85,68,73,-1,-1,71,83,67,100,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,67,71,70,72,73,76,72,69,61,60,48,68,64,69,68,62,70,75,67,68,55,42,46,76,63,68,65,69,70,73,68,65,55,57,45,65,68,73,67,72,74,77,75,73,57,57,54,77,65,67,68,67,72,72,70,65,57,56,45,64,64,30,58,-1,71,-1,67,-1,-1,-1,-1,-1,56,61,38,58,66,66,61,61,-1,-1,43,57,67,68,73,71,73,75,70,65,65,62,43,59,52,59,57,59,59,66,58,57,47,43,30,53,55,55,58,55,55,60,61,55,53,35,39,49,72,80,75,85,75,84,79,79,70,70,54,75
"220912",73,75,77,70,76,74,80,76,65,82,57,70,84,83,85,83,90,86,85,81,80,83,74,86,67,79,71,63,79,79,69,79,-1,-1,58,-1,69,67,72,66,71,68,73,67,67,68,55,65,61,59,63,59,62,59,67,60,58,62,48,60,62,62,65,61,64,63,67,62,58,58,48,60,71,70,72,66,72,68,77,73,66,66,62,72,70,68,74,67,74,70,74,69,68,65,55,64,67,69,68,70,77,70,65,67,63,62,53,80,56,61,58,52,65,68,57,61,49,37,41,56,67,64,72,66,70,67,70,62,68,69,48,59,53,52,57,54,55,53,59,51,53,55,37,46,47,53,42,48,48,54,55,54,40,54,40,56,80,77,84,79,81,77,82,78,81,79,66,72
"220914",80,88,84,79,91,92,83,85,55,78,70,100,93,95,92,93,94,97,95,92,88,100,88,100,100,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,81,82,85,80,82,81,84,83,78,87,68,79,71,72,75,69,72,68,76,74,64,83,59,68,74,74,78,71,77,74,79,76,68,80,58,69,83,84,87,80,83,81,88,86,79,86,75,85,77,78,81,75,79,78,80,78,77,88,64,68,82,71,82,-1,78,63,94,64,88,-1,-1,-1,48,67,36,52,52,73,50,66,-1,56,52,77,78,80,84,80,81,81,81,80,77,89,61,73,59,66,67,66,61,66,64,67,59,73,40,57,52,63,51,60,54,68,58,62,43,59,43,60,85,87,90,85,85,86,88,88,84,87,71,83
"220915",83,83,86,83,88,86,87,84,79,73,67,72,86,100,100,100,83,100,95,100,63,100,82,-1,100,.,-1,.,-1,.,-1,.,-1,.,-1,.,79,79,81,76,83,82,83,80,73,69,65,79,78,69,71,63,81,74,85,67,69,78,85,-1,72,73,72,70,77,76,78,75,65,58,56,73,80,80,80,74,84,82,86,83,69,67,73,83,73,74,75,71,76,78,76,74,71,61,57,78,71,67,77,-1,86,64,71,76,64,-1,42,-1,58,61,44,50,67,67,61,62,45,44,50,59,77,78,82,78,82,82,81,77,76,71,56,75,60,64,64,63,67,68,66,63,55,55,36,58,54,61,44,50,61,67,63,63,39,45,43,67,80,80,82,77,84,83,85,82,73,70,66,79
"220916",86,86,94,91,85,83,88,85,89,91,78,89,94,94,96,96,94,96,93,92,96,94,86,91,82,77,90,88,85,84,81,70,83,83,67,68,87,87,92,91,88,88,90,87,89,88,75,82,82,81,87,85,82,81,86,81,85,82,70,76,82,83,88,87,83,84,85,82,83,81,68,75,88,89,91,91,88,88,91,90,87,86,81,88,84,84,88,88,85,86,86,84,84,82,70,77,91,91,91,96,90,91,95,91,94,89,80,75,62,69,67,69,70,76,62,66,59,58,48,61,86,86,92,91,88,87,88,84,90,89,70,76,75,77,84,83,75,79,79,76,78,77,56,67,75,76,78,81,73,75,77,77,79,77,66,68,91,91,95,95,91,91,93,92,92,92,79,86
"220917",83,63,92,-1,76,72,86,71,100,-1,67,-1,85,67,-1,.,89,-1,78,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,73,71,76,70,79,75,75,71,68,69,55,65,71,66,69,64,76,63,72,68,100,86,47,-1,71,70,75,67,78,73,74,70,66,66,54,64,73,75,73,68,80,77,79,76,62,67,59,78,72,71,74,68,79,75,74,70,66,65,54,66,94,59,-1,100,100,71,100,-1,-1,-1,-1,-1,58,60,55,45,73,70,56,58,40,45,42,58,72,68,79,72,78,72,72,67,75,70,51,53,65,62,70,59,72,67,66,62,65,57,45,56,56,58,42,57,59,56,64,62,49,67,49,44,75,75,82,79,77,73,79,76,74,82,57,66
"220918",83,83,88,87,80,80,88,86,85,82,73,78,86,84,91,85,87,81,85,85,90,92,75,81,82,75,80,89,78,69,89,79,89,-1,70,-1,80,80,86,82,78,77,84,82,84,84,65,74,73,74,80,76,69,69,78,76,78,81,58,71,73,73,79,75,71,70,77,76,78,76,57,66,82,82,86,81,79,77,86,86,83,82,72,81,76,76,82,77,75,73,80,78,80,80,60,71,78,76,85,71,81,72,84,82,78,81,56,67,51,59,54,47,56,61,57,62,41,47,37,56,78,78,86,83,78,77,81,79,85,85,59,67,63,64,72,65,62,61,68,67,68,70,42,53,57,61,54,54,56,61,65,66,54,57,46,51,84,84,90,86,82,81,87,86,88,87,70,76
"220919",98,98,96,99,100,96,98,98,97,100,98,98,99,99,99,97,99,99,99,99,100,98,97,99,97,95,100,-1,100,-1,100,100,100,-1,88,-1,97,98,97,97,98,98,98,98,97,97,94,96,95,97,94,98,98,100,97,98,94,89,88,88,91,93,95,92,93,96,93,93,91,95,80,87,97,98,97,97,98,99,99,99,96,96,95,98,96,96,96,95,97,98,97,96,96,97,89,93,92,96,90,100,87,94,100,94,86,-1,-1,100,61,81,-1,88,78,80,80,70,-1,-1,-1,100,97,97,97,97,98,98,97,98,97,98,92,96,88,91,91,90,89,93,92,91,89,91,76,83,81,88,80,88,83,88,84,90,77,86,71,80,97,98,97,98,98,98,98,98,97,97,94,96
"220920",79,79,91,83,76,75,81,79,87,86,65,76,88,88,75,85,94,92,88,85,82,93,88,84,92,92,-1,-1,100,100,88,78,-1,-1,-1,-1,76,77,81,80,78,76,82,79,74,76,60,71,70,69,75,70,64,67,78,71,63,71,63,60,71,72,77,74,72,72,76,75,66,68,54,66,78,80,82,81,79,78,83,83,72,77,67,79,74,75,81,76,78,76,79,76,72,76,55,71,85,71,-1,83,85,80,79,64,-1,-1,88,-1,65,66,59,56,71,71,68,66,41,38,57,64,75,75,80,79,76,75,80,76,75,76,55,62,62,63,68,63,64,62,70,66,58,66,43,53,55,56,53,56,52,55,64,62,48,50,42,40,81,79,82,83,78,77,86,82,79,75,72,71
"221801",76,76,74,77,72,71,86,81,69,68,72,78,90,93,87,86,92,94,94,96,85,83,88,91,51,55,-1,-1,53,50,67,80,-1,-1,-1,-1,72,73,69,69,67,69,81,80,68,67,65,71,58,62,48,55,49,55,71,70,54,60,59,60,61,65,56,57,55,61,74,74,57,52,55,64,72,74,67,67,66,69,84,83,68,65,69,79,66,70,63,64,62,66,76,77,63,58,59,69,67,73,-1,-1,66,68,81,85,58,-1,73,89,48,61,52,49,57,66,51,63,37,50,29,53,71,72,72,71,68,69,78,77,69,69,61,63,52,56,46,49,49,52,65,64,49,50,42,52,55,58,44,58,55,54,65,66,47,52,45,47,76,77,75,73,72,73,85,83,72,71,67,73
"221901",79,77,84,75,82,79,82,78,75,74,67,75,87,87,89,90,92,90,87,84,84,90,77,78,90,69,-1,.,83,71,83,-1,-1,-1,-1,-1,77,77,83,81,80,80,79,76,75,73,62,71,67,66,72,68,70,69,70,65,64,59,52,60,71,72,77,76,74,75,73,71,66,65,56,63,78,79,82,79,81,80,81,80,72,69,68,78,72,73,79,76,75,76,74,73,69,66,55,66,92,81,96,100,89,78,89,79,95,100,94,-1,50,53,55,49,62,63,44,50,32,23,46,51,76,76,84,82,79,79,77,73,77,78,56,63,62,61,70,65,67,65,63,59,58,60,42,48,55,60,56,63,59,68,58,57,54,53,38,48,84,85,90,89,87,87,86,84,82,83,70,78
"221904",77,86,100,100,75,80,77,89,83,-1,-1,-1,78,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,74,76,85,77,70,74,79,76,80,86,59,72,67,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,69,79,70,65,68,71,69,74,81,50,62,76,77,84,74,69,70,84,82,78,84,66,82,69,71,77,72,64,74,75,70,75,67,58,69,100,100,-1,-1,100,-1,100,-1,-1,-1,100,.,50,65,-1,-1,-1,83,-1,-1,-1,-1,-1,-1,72,74,85,79,71,77,73,70,82,88,52,62,62,61,78,62,56,57,65,60,72,75,41,63,60,61,60,62,60,56,66,61,52,83,53,58,75,77,86,77,71,74,80,78,80,91,59,75
"221905",-1,100,.,-1,-1,-1,-1,-1,.,.,-1,-1,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,83,86,86,78,84,86,88,79,63,74,76,83,-1,-1,.,-1,.,-1,-1,-1,-1,-1,.,70,77,75,93,67,76,71,78,73,70,68,56,87,89,100,89,87,91,91,95,67,62,84,91,63,82,-1,-1,70,100,78,71,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,76,78,77,82,70,78,81,83,88,64,66,60,70,65,76,70,70,70,76,76,64,50,58,-1,77,77,-1,-1,67,-1,78,-1,-1,.,-1,-1,83,82,93,84,79,82,86,89,85,70,76,74
"221911",77,79,86,-1,-1,-1,88,75,83,.,-1,-1,89,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,87,91,89,87,91,93,91,93,83,85,74,91,-1,-1,-1,.,-1,-1,-1,-1,-1,.,-1,.,81,85,81,71,83,89,89,88,76,76,63,86,89,94,89,91,92,94,93,97,80,83,81,99,81,88,74,73,84,89,87,92,75,82,71,95,-1,100,-1,-1,-1,-1,-1,-1,.,-1,.,.,86,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,86,89,89,83,90,92,89,89,85,87,68,85,71,79,73,79,82,83,81,80,63,74,42,76,57,79,48,64,65,83,68,85,52,69,38,75,88,92,90,88,93,94,92,94,83,85,75,90
"221912",94,90,94,90,98,91,96,88,94,96,83,79,99,97,100,100,96,98,100,96,100,100,100,91,78,100,.,.,-1,-1,-1,-1,.,.,-1,-1,91,91,93,88,94,93,94,92,86,89,85,91,83,85,92,83,87,89,87,86,71,62,69,100,82,83,86,79,85,89,87,82,67,75,71,84,92,92,92,86,94,93,94,94,85,88,88,92,88,87,89,78,90,90,91,89,81,79,83,91,76,86,78,-1,83,88,86,91,89,-1,-1,-1,47,86,-1,-1,-1,100,-1,63,-1,.,-1,-1,91,91,94,89,93,94,93,91,87,90,82,89,79,77,84,69,82,82,82,79,74,76,66,70,68,71,67,69,73,78,76,69,58,67,54,61,92,92,94,89,94,94,94,93,86,90,86,90
"222901",-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,80,86,67,73,73,87,85,79,82,78,89,.,.,.,.,.,.,.,.,.,.,.,.,74,61,91,-1,56,50,79,73,-1,67,81,-1,83,81,81,-1,78,74,93,92,-1,77,86,100,74,72,83,56,61,65,81,79,71,77,70,86,.,.,.,.,.,.,.,.,.,.,.,.,81,-1,88,.,71,.,89,-1,-1,-1,68,.,80,79,90,73,69,73,84,82,100,85,73,85,55,49,-1,-1,-1,43,78,56,-1,-1,-1,-1,43,55,-1,-1,-1,-1,-1,86,.,-1,-1,-1,94,90,92,100,91,85,100,94,83,90,100,92
"223901",76,89,-1,100,75,83,88,86,-1,-1,-1,.,94,93,-1,-1,100,-1,100,83,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,58,64,61,75,61,63,66,62,49,65,40,60,50,53,63,69,50,46,57,50,-1,60,39,-1,52,59,57,70,55,58,60,57,43,56,35,53,59,67,61,72,63,66,68,66,45,60,45,71,55,63,57,74,58,62,63,60,48,61,36,58,71,-1,-1,-1,-1,-1,83,-1,-1,.,-1,.,34,35,-1,52,46,37,37,30,-1,42,-1,-1,57,62,61,79,59,61,64,58,54,70,36,50,42,51,43,69,45,48,48,47,36,57,25,40,53,63,49,66,50,68,63,58,45,70,45,55,69,71,73,79,70,69,77,69,59,78,55,65
"223902",93,83,-1,.,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,70,89,65,74,64,77,76,69,65,67,71,100,100,-1,.,-1,-1,-1,-1,-1,.,.,-1,73,65,87,63,70,59,75,73,67,61,68,62,78,70,88,62,72,63,81,78,74,58,77,77,71,61,87,54,67,54,71,70,72,57,62,59,100,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,64,46,-1,.,-1,-1,63,-1,-1,-1,-1,-1,73,70,89,68,76,65,74,74,64,75,57,62,63,56,74,50,60,50,66,64,53,48,59,63,45,39,-1,-1,38,-1,57,65,-1,-1,-1,-1,86,87,91,100,89,79,93,91,53,90,85,92
