DISTRICT,DD000A001218R,DD000A001318R,DD000A001S18R,DD000AC01218R,DD000AC01318R,DD000AC01S18R,DD000AM01218R,DD000AM01318R,DD000AM01S18R,DD000AR01218R,DD000AR01318R,DD000AR01S18R,DD000AS01218R,DD000AS01318R,DD000AS01S18R,DD000AW01218R,DD000AW01318R,DD000AW01S18R,DD200A001218R,DD200A001318R,DD200A001S18R,DD200AC01218R,DD200AC01318R,DD200AC01S18R,DD200AM01218R,DD200AM01318R,DD200AM01S18R,DD200AR01218R,DD200AR01318R,DD200AR01S18R,DD200AS01218R,DD200AS01318R,DD200AS01S18R,DD200AW01218R,DD200AW01318R,DD200AW01S18R,DD300A001218R,DD300A001318R,DD300A001S18R,DD300AC01218R,DD300AC01318R,DD300AC01S18R,DD300AM01218R,DD300AM01318R,DD300AM01S18R,DD300AR01218R,DD300AR01318R,DD300AR01S18R,DD300AS01218R,DD300AS01318R,DD300AS01S18R,DD300AW01218R,DD300AW01318R,DD300AW01S18R,DD400A001218R,DD400A001318R,DD400A001S18R,DD400AC01218R,DD400AC01318R,DD400AC01S18R,DD400AM01218R,DD400AM01318R,DD400AM01S18R,DD400AR01218R,DD400AR01318R,DD400AR01S18R,DD400AS01218R,DD400AS01318R,DD400AS01S18R,DD400AW01218R,DD400AW01318R,DD400AW01S18R,DDA00A001218R,DDA00A001318R,DDA00A001S18R,DDA00AC01218R,DDA00AC01318R,DDA00AC01S18R,DDA00AM01218R,DDA00AM01318R,DDA00AM01S18R,DDA00AR01218R,DDA00AR01318R,DDA00AR01S18R,DDA00AS01218R,DDA00AS01318R,DDA00AS01S18R,DDA00AW01218R,DDA00AW01318R,DDA00AW01S18R,DDB00A001218R,DDB00A001318R,DDB00A001S18R,DDB00AC01218R,DDB00AC01318R,DDB00AC01S18R,DDB00AM01218R,DDB00AM01318R,DDB00AM01S18R,DDB00AR01218R,DDB00AR01318R,DDB00AR01S18R,DDB00AS01218R,DDB00AS01318R,DDB00AS01S18R,DDB00AW01218R,DDB00AW01318R,DDB00AW01S18R,DDE00A001218R,DDE00A001318R,DDE00A001S18R,DDE00AC01218R,DDE00AC01318R,DDE00AC01S18R,DDE00AM01218R,DDE00AM01318R,DDE00AM01S18R,DDE00AR01218R,DDE00AR01318R,DDE00AR01S18R,DDE00AS01218R,DDE00AS01318R,DDE00AS01S18R,DDE00AW01218R,DDE00AW01318R,DDE00AW01S18R,DDF00A001218R,DDF00A001318R,DDF00A001S18R,DDF00AC01218R,DDF00AC01318R,DDF00AC01S18R,DDF00AM01218R,DDF00AM01318R,DDF00AM01S18R,DDF00AR01218R,DDF00AR01318R,DDF00AR01S18R,DDF00AS01218R,DDF00AS01318R,DDF00AS01S18R,DDF00AW01218R,DDF00AW01318R,DDF00AW01S18R,DDH00A001218R,DDH00A001318R,DDH00A001S18R,DDH00AC01218R,DDH00AC01318R,DDH00AC01S18R,DDH00AM01218R,DDH00AM01318R,DDH00AM01S18R,DDH00AR01218R,DDH00AR01318R,DDH00AR01S18R,DDH00AS01218R,DDH00AS01318R,DDH00AS01S18R,DDH00AW01218R,DDH00AW01318R,DDH00AW01S18R,DDI00A001218R,DDI00A001318R,DDI00A001S18R,DDI00AC01218R,DDI00AC01318R,DDI00AC01S18R,DDI00AM01218R,DDI00AM01318R,DDI00AM01S18R,DDI00AR01218R,DDI00AR01318R,DDI00AR01S18R,DDI00AS01218R,DDI00AS01318R,DDI00AS01S18R,DDI00AW01218R,DDI00AW01318R,DDI00AW01S18R,DDL00A001218R,DDL00A001318R,DDL00A001S18R,DDL00AC01218R,DDL00AC01318R,DDL00AC01S18R,DDL00AM01218R,DDL00AM01318R,DDL00AM01S18R,DDL00AR01218R,DDL00AR01318R,DDL00AR01S18R,DDL00AS01218R,DDL00AS01318R,DDL00AS01S18R,DDL00AW01218R,DDL00AW01318R,DDL00AW01S18R,DDM00A001218R,DDM00A001318R,DDM00A001S18R,DDM00AC01218R,DDM00AC01318R,DDM00AC01S18R,DDM00AM01218R,DDM00AM01318R,DDM00AM01S18R,DDM00AR01218R,DDM00AR01318R,DDM00AR01S18R,DDM00AS01218R,DDM00AS01318R,DDM00AS01S18R,DDM00AW01218R,DDM00AW01318R,DDM00AW01S18R,DDR00A001218R,DDR00A001318R,DDR00A001S18R,DDR00AC01218R,DDR00AC01318R,DDR00AC01S18R,DDR00AM01218R,DDR00AM01318R,DDR00AM01S18R,DDR00AR01218R,DDR00AR01318R,DDR00AR01S18R,DDR00AS01218R,DDR00AS01318R,DDR00AS01S18R,DDR00AW01218R,DDR00AW01318R,DDR00AW01S18R,DDS00A001218R,DDS00A001318R,DDS00A001S18R,DDS00AC01218R,DDS00AC01318R,DDS00AC01S18R,DDS00AM01218R,DDS00AM01318R,DDS00AM01S18R,DDS00AR01218R,DDS00AR01318R,DDS00AR01S18R,DDS00AS01218R,DDS00AS01318R,DDS00AS01S18R,DDS00AW01218R,DDS00AW01318R,DDS00AW01S18R,DDW00A001218R,DDW00A001318R,DDW00A001S18R,DDW00AC01218R,DDW00AC01318R,DDW00AC01S18R,DDW00AM01218R,DDW00AM01318R,DDW00AM01S18R,DDW00AR01218R,DDW00AR01318R,DDW00AR01S18R,DDW00AS01218R,DDW00AS01318R,DDW00AS01S18R,DDW00AW01218R,DDW00AW01318R,DDW00AW01S18R,DNC00A001218R,DNC00A001318R,DNC00A001S18R,DNC00AC01218R,DNC00AC01318R,DNC00AC01S18R,DNC00AM01218R,DNC00AM01318R,DNC00AM01S18R,DNC00AR01218R,DNC00AR01318R,DNC00AR01S18R,DNC00AS01218R,DNC00AS01318R,DNC00AS01S18R,DNC00AW01218R,DNC00AW01318R,DNC00AW01S18R,DNM00A001218R,DNM00A001318R,DNM00A001S18R,DNM00AC01218R,DNM00AC01318R,DNM00AC01S18R,DNM00AM01218R,DNM00AM01318R,DNM00AM01S18R,DNM00AR01218R,DNM00AR01318R,DNM00AR01S18R,DNM00AS01218R,DNM00AS01318R,DNM00AS01S18R,DNM00AW01218R,DNM00AW01318R,DNM00AW01S18R,DNS00A001218R,DNS00A001318R,DNS00A001S18R,DNS00AC01218R,DNS00AC01318R,DNS00AC01S18R,DNS00AM01218R,DNS00AM01318R,DNS00AM01S18R,DNS00AR01218R,DNS00AR01318R,DNS00AR01S18R,DNS00AS01218R,DNS00AS01318R,DNS00AS01S18R,DNS00AW01218R,DNS00AW01318R,DNS00AW01S18R
"043903",37,13,74,34,15,76,44,15,80,33,11,71,36,14,73,35,10,68,78,38,97,81,59,100,84,37,98,70,30,94,88,53,100,82,18,91,77,52,90,-1,-1,-1,89,67,89,73,45,91,80,40,100,-1,-1,-1,0,0,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,66,32,90,70,36,92,68,35,93,64,28,89,71,43,90,58,17,83,52,16,83,45,20,85,45,13,88,58,12,79,64,45,82,55,9,82,45,14,80,44,14,81,48,18,85,42,13,77,54,18,78,40,6,71,70,33,92,70,35,94,70,37,94,71,31,91,67,40,89,65,20,87,50,18,81,49,16,84,55,22,85,48,16,80,55,24,81,40,9,71,69,40,97,75,50,100,58,32,100,70,30,95,86,86,86,-1,-1,-1,25,6,65,20,7,67,34,9,72,22,6,58,0,0,71,11,0,56,63,30,89,70,37,90,67,34,93,58,24,86,74,46,91,52,14,79,36,9,75,39,13,76,39,9,82,33,7,72,51,18,79,18,4,56,32,14,59,38,25,62,37,14,67,28,12,54,26,10,58,23,10,53,72,37,93,78,42,94,73,41,96,71,33,92,76,49,94,64,19,87,67,31,91,70,36,92,68,34,94,65,28,90,71,41,90,56,16,82,66,32,89,69,35,93,68,37,92,63,27,86,70,47,90,62,17,84,72,39,98,79,36,93,79,50,97,64,36,100,83,50,100,60,10,100
"043904",43,15,80,48,16,82,47,18,88,39,13,75,28,6,67,46,15,73,52,31,82,50,50,80,50,25,80,50,25,88,83,50,83,40,20,60,82,32,100,-1,-1,-1,86,29,100,88,25,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,24,86,63,29,90,52,21,88,56,21,85,66,44,89,54,19,76,40,13,80,14,14,86,32,5,74,45,14,86,50,38,63,-1,-1,-1,47,17,81,54,22,88,45,16,85,47,14,79,55,34,81,39,11,66,58,25,88,60,24,87,51,21,89,61,24,88,62,44,88,62,22,82,49,20,81,57,23,88,46,19,85,49,17,78,59,32,86,42,15,65,36,9,64,.,.,.,-1,-1,-1,40,0,60,-1,-1,-1,-1,-1,-1,27,8,70,32,4,64,34,11,85,20,7,61,0,0,50,30,9,64,55,23,84,66,35,94,54,21,87,52,17,81,70,45,90,44,16,69,28,8,69,33,8,73,32,9,80,22,6,64,31,17,61,30,7,56,20,6,51,16,3,61,24,8,66,15,6,37,44,6,69,12,0,27,62,27,90,68,32,92,57,23,91,61,23,88,70,51,92,65,23,83,60,26,87,67,31,90,55,22,88,60,23,86,71,47,92,58,20,78,48,19,83,53,23,91,45,19,88,48,16,81,51,36,79,44,16,71,56,26,84,60,40,80,52,14,81,54,25,92,40,40,60,86,43,86
"043905",59,32,84,60,30,86,66,43,89,54,27,82,56,31,81,55,22,77,72,42,91,75,46,91,73,43,92,71,39,92,73,54,91,68,29,84,89,66,97,89,69,98,92,75,98,86,59,97,90,76,98,87,54,96,63,28,87,67,27,80,60,16,96,63,30,90,69,54,77,-1,-1,-1,75,47,92,78,50,94,76,50,94,74,42,92,78,59,93,71,36,87,55,25,82,55,25,84,54,25,84,53,23,81,66,42,87,52,19,73,49,22,76,52,22,80,48,23,80,47,19,75,59,36,80,41,15,62,77,49,93,77,49,94,77,50,94,78,48,94,77,57,93,76,42,90,63,33,86,66,35,88,61,34,88,62,29,85,70,48,87,56,24,77,70,44,90,78,57,92,69,46,94,72,43,89,64,40,93,57,27,78,38,16,72,38,12,73,48,26,80,32,11,68,38,18,68,29,6,59,73,45,91,78,52,93,76,51,93,70,38,89,79,60,93,66,30,83,37,12,72,39,11,75,41,15,78,33,9,69,45,23,73,27,5,55,37,14,64,37,14,67,40,16,71,35,12,61,43,18,67,32,7,51,77,46,94,80,50,96,78,48,95,76,42,93,79,59,94,71,33,87,77,48,93,80,52,95,78,52,95,76,44,93,80,61,94,72,37,87,71,43,89,72,45,91,72,47,91,69,39,88,72,52,90,69,34,84,71,40,93,73,44,95,76,46,96,66,33,92,70,55,88,68,32,85
"043907",36,15,70,35,12,68,45,22,79,31,11,64,33,14,69,31,8,59,65,36,90,66,39,88,66,40,93,62,31,89,79,53,94,55,18,83,78,51,93,78,52,94,82,64,96,75,42,91,82,60,93,72,35,90,56,35,84,57,14,86,60,40,80,50,30,80,83,58,100,25,25,88,62,33,85,65,37,87,63,37,88,60,28,84,70,48,90,53,18,76,42,17,74,45,18,76,42,19,78,41,14,71,53,31,82,36,10,62,39,15,71,41,15,72,42,18,78,36,12,68,48,25,77,30,6,56,65,34,88,65,36,88,64,37,89,65,31,87,70,46,91,60,23,81,47,20,77,49,22,78,50,25,82,44,16,74,56,32,83,37,9,63,59,26,88,62,30,89,51,27,89,60,18,88,85,55,100,53,26,74,22,7,57,17,3,53,31,12,70,18,4,51,16,4,52,14,3,36,60,31,83,65,38,86,62,37,87,56,24,81,71,49,89,46,13,71,32,10,67,35,10,69,35,13,75,28,7,63,41,19,72,22,4,48,30,11,53,30,9,56,32,14,58,28,10,49,37,17,60,24,6,39,74,43,93,78,49,94,75,47,94,73,37,93,81,59,95,64,24,86,65,35,87,68,40,89,66,40,89,63,29,85,73,51,91,54,19,78,55,27,82,56,28,82,56,30,86,54,24,80,62,38,86,50,16,72,65,36,88,69,42,92,67,40,92,61,31,85,77,49,92,58,24,81
"043908",50,24,79,54,31,85,54,25,88,42,20,72,69,38,94,45,16,61,70,41,90,83,50,94,69,40,91,67,36,89,81,69,94,67,28,83,77,48,95,67,44,89,80,55,100,76,43,95,100,80,100,71,29,86,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,70,38,91,79,48,95,71,40,93,67,34,88,81,53,96,57,20,80,64,30,86,75,35,94,71,37,93,59,24,81,68,26,95,47,26,70,58,26,82,72,32,89,61,28,88,54,25,76,65,32,92,47,8,71,73,41,92,78,49,94,73,40,93,72,39,91,79,50,97,65,26,83,60,28,84,66,38,93,60,30,87,57,22,80,72,40,91,57,19,74,75,45,91,100,83,100,69,31,92,69,44,88,83,67,83,-1,-1,-1,24,5,61,36,9,64,29,7,78,15,5,50,40,0,80,15,0,23,68,36,89,80,48,95,70,40,93,63,29,85,82,56,96,51,15,77,32,11,68,58,16,77,35,13,74,23,10,60,40,18,78,23,3,56,31,11,64,43,11,75,27,14,71,28,8,53,33,14,76,34,11,49,74,42,93,82,53,95,75,43,95,71,37,91,84,58,98,58,19,82,73,40,92,82,51,96,74,42,94,70,35,90,82,55,98,58,19,84,67,36,88,74,45,92,67,37,92,62,31,85,79,49,94,57,21,75,54,29,85,60,40,87,56,23,91,51,32,85,83,50,83,42,17,58
"043910",44,22,74,38,17,71,51,28,82,42,20,72,32,17,59,41,14,63,69,40,89,70,43,91,67,42,89,70,38,89,70,53,90,65,28,81,86,63,96,86,64,96,89,71,98,84,57,95,85,70,96,82,49,94,45,11,79,50,17,67,37,11,84,54,15,81,-1,-1,-1,25,0,63,65,37,86,65,38,87,64,40,88,65,35,86,69,49,87,59,26,78,43,17,73,43,15,73,40,16,75,44,16,73,53,29,76,37,10,63,41,16,71,40,15,71,41,18,76,41,14,71,46,26,70,33,9,57,67,39,88,64,37,87,65,39,89,70,40,89,69,48,88,64,31,82,45,19,74,43,17,74,46,21,80,45,18,73,49,28,73,39,11,61,54,27,81,48,35,84,50,25,82,58,21,81,56,44,80,52,22,70,25,9,58,18,5,52,33,15,71,21,7,54,20,8,44,18,3,39,63,36,84,66,39,86,64,40,87,61,31,83,69,50,86,54,21,74,26,8,60,23,6,59,30,12,69,25,6,59,22,9,49,18,3,40,29,10,52,28,8,53,30,12,57,29,10,49,29,11,51,24,6,38,73,41,92,75,42,93,71,42,93,74,39,92,76,56,93,64,26,84,68,40,88,69,41,89,68,42,90,68,38,88,72,52,89,62,28,81,55,29,80,54,27,81,55,32,83,56,28,79,58,36,80,51,20,71,65,35,88,68,36,92,70,40,92,62,32,86,67,44,87,59,22,82
"043911",39,14,76,35,12,79,52,22,88,32,10,67,38,14,80,29,6,60,54,24,82,48,24,91,64,32,86,50,22,78,58,21,89,43,5,67,74,57,93,75,63,88,84,68,100,65,48,96,-1,-1,-1,71,43,71,33,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,56,26,83,57,27,86,63,32,90,49,21,77,69,41,90,45,13,70,50,23,76,45,16,83,56,29,82,43,16,69,70,46,89,45,13,66,48,19,78,47,18,81,55,25,87,41,15,72,61,33,86,36,8,63,60,29,86,59,26,88,65,35,91,56,25,83,66,36,90,50,18,77,48,21,80,48,21,82,57,28,89,42,15,73,57,30,87,35,10,66,68,34,88,78,33,89,83,42,92,53,27,93,-1,-1,-1,-1,-1,-1,19,5,62,15,4,65,32,9,79,13,2,51,25,7,71,5,0,38,52,24,80,54,27,85,60,30,89,42,17,72,71,45,90,40,9,64,31,10,68,28,7,72,40,14,80,23,5,59,50,23,81,13,4,42,29,11,55,28,10,63,34,16,65,24,8,46,38,14,64,22,4,27,66,34,88,70,35,91,70,38,93,59,28,84,82,52,94,57,19,79,57,27,84,60,28,87,63,34,90,50,21,79,70,41,91,45,13,72,53,25,80,50,23,84,61,30,89,46,20,73,65,40,88,43,14,69,48,16,81,50,20,90,59,20,87,37,13,75,70,20,100,38,8,54
"043912",55,28,84,49,27,85,64,37,90,51,22,79,40,16,74,-1,-1,-1,69,41,91,65,36,91,73,44,94,67,38,89,73,45,86,.,.,.,81,54,96,81,54,93,85,60,98,79,48,95,75,61,96,80,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,71,40,92,72,39,92,74,45,94,69,35,91,71,50,90,81,19,86,56,26,86,52,21,82,58,31,90,55,23,85,60,32,84,-1,-1,-1,48,21,80,43,17,78,52,24,85,45,17,78,57,36,77,-1,-1,-1,73,41,93,71,37,93,75,44,94,72,39,92,70,49,90,82,27,91,62,30,88,59,27,89,66,36,91,59,25,86,63,35,84,-1,-1,-1,65,28,91,71,29,86,67,33,90,61,17,91,-1,-1,-1,-1,-1,-1,40,16,74,33,13,73,51,25,85,33,11,66,31,0,62,-1,-1,-1,70,39,91,73,41,92,73,46,94,65,31,89,72,51,91,80,10,80,35,11,73,34,8,73,41,15,81,30,7,68,39,19,66,-1,-1,-1,31,13,60,29,9,59,35,15,69,26,11,52,34,16,59,84,21,84,74,43,93,77,42,94,77,47,95,72,37,92,74,54,92,89,11,100,73,42,93,76,42,95,75,46,94,70,36,91,75,53,93,83,25,92,69,39,91,68,36,90,73,44,94,68,35,90,67,46,87,78,11,78,68,39,92,69,34,94,75,47,96,64,36,91,54,27,76,.,.,.
"043914",53,24,83,57,23,86,62,33,90,45,19,77,48,23,77,53,14,76,70,42,90,70,42,91,74,47,93,68,37,90,76,53,90,58,31,78,80,50,94,82,56,96,87,60,97,73,40,92,84,65,95,80,37,90,77,40,87,-1,-1,-1,73,60,80,79,26,89,-1,-1,-1,67,17,83,71,40,91,74,45,93,74,45,94,66,33,88,77,55,93,65,26,85,65,33,89,64,33,89,70,38,94,61,29,86,71,50,90,65,19,82,56,26,84,62,30,87,60,31,89,51,21,80,63,39,87,49,15,73,73,42,92,74,42,93,75,46,95,72,38,91,76,53,93,73,33,89,61,30,86,67,36,89,64,34,91,56,24,82,71,46,90,53,18,78,71,35,94,75,38,100,76,37,95,58,28,88,100,67,100,70,30,100,36,12,73,36,9,74,47,18,85,27,8,67,28,7,60,33,6,62,68,37,89,75,47,92,74,44,93,61,28,86,78,57,93,58,19,81,38,12,74,43,13,79,44,15,83,29,8,67,47,19,79,31,6,61,34,12,63,35,13,71,39,15,73,30,11,55,31,7,62,31,7,51,75,44,93,79,50,95,78,50,95,71,37,91,81,60,95,69,28,88,73,42,92,77,47,94,77,48,95,68,34,89,79,58,94,67,27,86,64,33,88,66,37,88,67,38,92,61,28,86,70,45,90,61,20,82,76,48,94,84,49,97,81,56,97,71,41,93,84,67,96,65,29,88
"043917",31,13,65,24,4,48,43,16,77,26,15,65,0,0,38,.,.,.,48,33,81,40,20,80,44,33,78,54,38,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,23,83,54,18,82,56,26,86,48,20,79,57,32,85,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,47,18,80,48,11,77,51,22,85,42,16,77,45,25,75,.,.,.,56,24,86,62,18,87,59,25,88,54,26,85,49,25,85,.,.,.,41,16,76,39,7,68,47,21,80,40,17,76,33,17,70,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,10,3,49,6,0,29,17,6,61,6,3,49,0,0,33,.,.,.,49,21,79,46,19,76,53,27,84,43,14,74,64,38,84,.,.,.,30,8,68,32,4,67,28,7,73,25,5,61,48,28,76,.,.,.,28,14,50,19,0,33,28,15,58,24,11,39,47,35,71,.,.,.,57,25,85,62,24,87,60,28,88,52,20,80,65,37,90,.,.,.,55,23,83,61,17,86,57,27,86,49,20,80,62,34,86,.,.,.,48,22,81,43,21,74,53,24,86,47,20,79,48,29,83,.,.,.,35,15,65,-1,-1,-1,55,18,73,18,18,64,-1,-1,-1,.,.,.
"043918",35,12,69,35,9,80,37,14,78,35,14,64,35,8,55,26,5,52,34,11,69,40,30,70,41,16,72,26,5,74,29,14,29,42,0,67,79,44,91,91,64,91,76,48,95,73,37,83,89,67,100,83,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,18,77,55,23,84,45,19,81,46,16,74,52,29,70,42,8,67,43,16,71,56,28,83,33,15,72,51,14,69,57,14,86,29,19,62,39,14,71,44,15,81,38,14,78,38,12,67,50,25,69,30,7,54,49,19,81,53,20,86,45,18,83,51,19,81,51,29,70,49,13,78,41,15,72,46,16,84,41,15,78,40,14,68,54,24,72,31,6,52,70,30,100,-1,-1,-1,-1,-1,-1,60,0,100,-1,-1,-1,.,.,.,31,10,65,28,6,78,33,12,75,32,13,60,24,8,36,21,4,47,45,18,73,57,27,83,46,20,80,42,14,68,52,28,71,36,5,57,29,8,62,33,8,72,28,9,70,27,7,57,41,18,56,22,2,48,20,6,44,26,11,44,18,6,53,18,4,36,34,14,51,14,0,29,51,20,80,59,26,85,49,21,84,50,18,79,49,31,69,49,9,76,47,18,77,55,25,85,44,18,82,46,16,73,52,29,71,43,9,69,48,18,77,54,20,84,47,20,81,47,17,76,52,28,70,40,8,64,49,15,80,25,0,83,64,36,84,41,7,79,-1,-1,-1,67,0,67
"043919",58,36,89,33,17,78,65,49,98,60,33,88,56,56,89,56,17,78,87,59,97,93,61,95,85,68,98,85,60,97,77,60,97,97,33,100,91,72,99,91,73,100,94,81,100,89,68,98,91,76,100,86,51,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,57,96,83,53,97,88,65,98,80,56,95,80,59,96,80,39,92,73,47,94,69,41,97,80,48,95,67,44,93,69,62,92,80,40,87,66,38,90,59,31,90,71,38,91,61,38,93,73,62,88,66,24,79,85,60,97,86,57,97,88,66,98,85,61,97,80,57,95,85,45,93,76,52,94,68,40,91,81,57,97,71,54,93,72,59,87,88,39,94,71,39,91,78,22,100,68,42,95,83,50,83,40,20,100,60,40,80,48,30,82,17,0,67,64,45,97,50,29,82,-1,-1,-1,30,10,60,81,54,96,80,50,97,89,65,98,76,50,94,79,62,96,76,33,92,44,19,77,40,14,75,60,29,88,35,12,73,42,24,70,31,6,59,48,24,76,41,18,71,60,33,88,41,20,71,43,24,68,44,16,64,84,57,96,84,53,97,89,65,98,81,55,96,80,58,96,78,38,92,84,58,97,84,55,97,89,67,98,81,56,96,82,62,96,82,40,94,80,54,95,81,49,97,86,61,98,78,55,95,69,49,95,77,37,89,86,60,99,84,53,100,93,68,100,80,62,100,79,57,100,90,43,95
"044902",22,5,74,20,7,67,23,7,83,27,4,69,17,0,67,11,0,78,50,6,94,-1,-1,-1,40,20,80,50,0,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,21,82,47,16,80,46,24,84,51,22,80,61,17,97,45,15,71,25,0,71,-1,-1,-1,14,0,71,10,0,60,-1,-1,-1,.,.,.,38,13,78,39,10,75,34,18,80,38,12,76,54,7,95,33,11,64,51,22,81,49,20,78,47,27,82,55,24,81,68,19,100,36,7,62,40,15,78,39,12,74,36,18,80,42,15,77,57,17,94,35,11,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,1,72,8,0,62,15,4,81,17,0,65,-1,-1,-1,13,0,75,47,19,83,45,12,82,44,22,86,48,19,79,55,15,94,58,27,82,17,2,64,18,0,61,12,4,65,16,1,63,45,0,95,13,0,48,22,13,47,21,14,57,22,16,47,24,10,38,17,0,100,14,14,14,60,28,86,56,23,88,58,32,90,64,31,84,67,21,100,54,20,73,48,20,81,45,17,78,43,24,83,51,21,79,61,18,96,42,11,71,58,23,87,60,7,93,59,27,89,55,25,86,63,13,100,56,31,69,30,20,75,-1,-1,-1,50,25,88,25,25,63,.,.,.,-1,-1,-1
"045902",23,7,59,26,8,76,28,8,72,19,8,49,27,5,50,12,0,33,23,15,64,-1,-1,-1,23,15,62,13,13,69,-1,-1,-1,-1,-1,-1,64,28,88,-1,-1,-1,75,38,100,44,11,78,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,16,75,55,25,87,43,17,80,38,13,70,50,24,81,32,8,59,26,7,58,33,10,73,28,6,68,23,7,48,32,18,55,18,0,47,34,12,69,44,20,82,36,12,75,29,10,64,42,16,72,26,4,53,43,17,78,54,23,91,42,17,80,41,15,75,44,18,75,36,10,66,36,13,72,46,20,85,38,13,79,32,12,67,41,15,74,27,8,51,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,13,3,46,15,9,65,19,3,63,10,2,34,8,0,25,4,0,19,42,16,73,55,27,84,44,18,80,35,10,66,56,28,85,28,6,51,22,5,61,33,11,79,23,4,67,18,2,52,33,8,70,7,0,30,16,4,41,15,8,53,16,5,51,16,1,31,21,8,29,17,3,33,55,22,84,72,36,96,54,26,86,50,15,81,62,31,91,41,9,70,43,16,76,54,25,88,43,18,80,39,13,71,51,23,81,32,8,60,41,16,73,59,25,83,43,16,78,36,12,69,46,24,80,30,7,53,44,16,72,.,.,.,50,30,90,40,10,60,-1,-1,-1,-1,-1,-1
"045903",24,7,66,22,8,89,31,12,76,21,6,56,11,0,68,17,0,29,59,12,76,-1,-1,-1,60,20,80,50,0,67,-1,-1,-1,-1,-1,-1,60,27,93,-1,-1,-1,-1,-1,-1,50,17,83,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,13,73,35,14,80,42,18,79,34,10,69,41,16,75,32,6,53,20,6,63,18,4,71,25,10,74,16,6,56,27,0,73,17,3,37,31,9,68,28,7,77,35,14,76,28,7,64,37,10,72,24,4,46,40,14,73,33,13,77,46,19,80,39,13,71,34,13,71,36,11,54,34,10,71,30,9,81,40,15,78,33,8,68,37,10,70,28,4,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,3,51,14,5,81,22,4,67,10,3,40,11,0,44,0,0,0,35,12,72,36,15,82,38,17,79,30,8,68,48,20,78,28,2,51,19,3,58,17,1,70,21,6,65,16,1,52,31,6,66,11,1,29,17,5,38,19,3,42,21,9,48,12,2,33,12,0,29,27,13,27,53,24,81,56,30,83,58,30,85,49,17,80,59,41,85,46,10,68,37,13,73,35,13,79,41,16,81,34,10,69,43,17,75,32,6,52,36,15,70,35,18,84,45,25,72,32,9,68,34,14,76,30,5,55,55,16,88,50,20,80,64,20,96,48,17,87,-1,-1,-1,50,0,75
"045905",39,13,79,57,20,87,46,13,89,33,15,71,31,6,88,11,0,50,71,32,89,-1,-1,-1,67,44,89,70,30,90,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,20,82,62,29,91,53,19,87,45,16,77,63,35,90,35,5,64,38,10,70,42,25,83,37,11,76,40,8,65,40,10,70,25,0,58,40,13,78,49,22,88,43,12,84,35,12,72,45,14,86,31,6,60,54,22,84,61,26,90,54,20,88,53,22,80,61,35,90,40,7,70,44,16,81,55,18,87,48,15,87,38,15,76,61,34,91,26,3,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,13,78,57,21,86,41,13,89,31,14,69,31,6,88,11,0,50,47,17,80,63,31,93,53,17,87,37,10,73,65,35,89,30,3,57,28,8,67,41,16,82,33,8,77,22,8,56,31,6,75,10,0,49,26,14,54,21,14,79,32,14,49,22,12,44,30,20,60,25,13,75,60,25,87,71,38,95,64,23,92,53,19,81,68,41,93,45,10,76,52,21,84,59,26,91,56,19,89,46,19,78,64,34,90,34,5,68,48,17,78,69,36,92,45,18,83,43,9,73,57,43,86,39,6,50,28,6,89,-1,-1,-1,33,17,83,17,0,100,-1,-1,-1,-1,-1,-1
